Market,Commodity,Classification,Grade,Sex,Wholesale,Retail,Supply Volume,County,Date
Kerugoya,Dry Maize,White Maize,-,-,45.00/Kg,60.00/Kg,4500,Kirinyaga,2024-02-16
Kutus,Dry Maize,White Maize,-,-,45.00/Kg,50.00/Kg,3600,Kirinyaga,2024-02-15
Nyamakima,Dry Maize,White Maize,-,-,44.44/Kg,70.00/Kg,,Nairobi,2024-02-15
Nyamakima,Dry Maize,White Maize,-,-,44.44/Kg,70.00/Kg,,Nairobi,2024-02-14
Kerugoya,Dry Maize,White Maize,-,-,50.00/Kg,60.00/Kg,4500,Kirinyaga,2024-02-14
Makutano Kirinyaga,Dry Maize,White Maize,-,-,35.56/Kg,40.00/Kg,7000,Kirinyaga,2024-02-14
Makutano Kirinyaga,Dry Maize,White Maize,-,-,40.00/Kg,40.00/Kg,7000,Kirinyaga,2024-02-14
Gikomba,Dry Maize,Yellow Maize,-,-,88.89/Kg,115.00/Kg,13000,Nairobi,2024-02-13
Gikomba,Dry Maize,White Maize,-,-,61.11/Kg,75.00/Kg,11000,Nairobi,2024-02-13
Ngurubani Market,Dry Maize,White Maize,-,-,37.78/Kg,45.00/Kg,7000,Kirinyaga,2024-02-13
Nyamakima,Dry Maize,White Maize,-,-,44.44/Kg,70.00/Kg,,Nairobi,2024-02-13
Nyamakima,Dry Maize,White Maize,-,-,52.22/Kg,78.00/Kg,,Nairobi,2024-02-12
Kagio,Dry Maize,White Maize,-,-,44.44/Kg,65.00/Kg,,Kirinyaga,2024-02-12
Nyamakima,Dry Maize,White Maize,-,-,52.22/Kg,78.00/Kg,,Nairobi,2024-02-10
Kerugoya,Dry Maize,White Maize,-,-,40.00/Kg,55.00/Kg,4500,Kirinyaga,2024-02-10
Ngurubani Market,Dry Maize,White Maize,-,-,3600.00/Kg,50.00/Kg,7000,Kirinyaga,2024-02-09
Makutano Kirinyaga,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,7000,Kirinyaga,2024-02-09
Kutus,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,0,Kirinyaga,2024-02-08
Kagio,Dry Maize,White Maize,-,-,44.44/Kg,65.00/Kg,,Kirinyaga,2024-02-08
Gikomba,Dry Maize,Yellow Maize,-,-,88.89/Kg,110.00/Kg,,Nairobi,2024-02-07
Gikomba,Dry Maize,White Maize,-,-,66.67/Kg,80.00/Kg,,Nairobi,2024-02-07
Nyamakima,Dry Maize,White Maize,-,-,52.22/Kg,78.00/Kg,,Nairobi,2024-02-07
Kerugoya,Dry Maize,White Maize,-,-,40.00/Kg,55.00/Kg,4500,Kirinyaga,2024-02-07
Nyamakima,Dry Maize,Mixed-Traditional ,-,-,52.22/Kg,78.00/Kg,,Nairobi,2024-02-06
Ngurubani Market,Dry Maize,White Maize,-,-,38.89/Kg,50.00/Kg,6000,Kirinyaga,2024-02-06
Nyamakima,Dry Maize,White Maize,-,-,53.00/Kg,78.00/Kg,,Nairobi,2024-02-05
Kutus,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,900,Kirinyaga,2024-02-05
Kagio,Dry Maize,White Maize,-,-,44.44/Kg,65.00/Kg,,Kirinyaga,2024-02-05
Gikomba,Dry Maize,Mixed-Traditional ,-,-,88.89/Kg,110.00/Kg,,Nairobi,2024-02-05
Gikomba,Dry Maize,White Maize,-,-,66.67/Kg,75.00/Kg,,Nairobi,2024-02-05
Kerugoya,Dry Maize,White Maize,-,-,40.00/Kg,60.00/Kg,4500,Kirinyaga,2024-02-02
Ngurubani Market,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,6000,Kirinyaga,2024-02-02
Makutano Kirinyaga,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,5000,Kirinyaga,2024-02-02
Nyamakima,Dry Maize,White Maize,-,-,52.22/Kg,78.00/Kg,,Nairobi,2024-02-01
Kagio,Dry Maize,White Maize,-,-,44.44/Kg,65.00/Kg,,Kirinyaga,2024-02-01
Kutus,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,1650,Kirinyaga,2024-02-01
Makutano Kirinyaga,Dry Maize,White Maize,-,-,40.00/Kg,55.00/Kg,4000,Kirinyaga,2024-01-31
Nyamakima,Dry Maize,Mixed-Traditional ,-,-,53.00/Kg,78.00/Kg,,Nairobi,2024-01-31
Gikomba,Dry Maize,Yellow Maize,-,-,88.89/Kg,110.00/Kg,,Nairobi,2024-01-31
Gikomba,Dry Maize,White Maize,-,-,66.67/Kg,75.00/Kg,5000,Nairobi,2024-01-31
Ngurubani Market,Dry Maize,White Maize,-,-,40.00/Kg,55.00/Kg,6000,Kirinyaga,2024-01-30
Kerugoya,Dry Maize,White Maize,-,-,40.00/Kg,55.00/Kg,4500,Kirinyaga,2024-01-30
Gikomba,Dry Maize,Yellow Maize,-,-,88.89/Kg,110.00/Kg,,Nairobi,2024-01-29
Kagio,Dry Maize,White Maize,-,-,44.44/Kg,65.00/Kg,,Kirinyaga,2024-01-29
Nyamakima,Dry Maize,White Maize,-,-,53.00/Kg,78.00/Kg,,Nairobi,2024-01-29
Kutus,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,900,Kirinyaga,2024-01-29
Kerugoya,Dry Maize,White Maize,-,-,40.00/Kg,55.00/Kg,4500,Kirinyaga,2024-01-26
Gikomba,Dry Maize,Yellow Maize,-,-,88.89/Kg,110.00/Kg,4000,Nairobi,2024-01-26
Gikomba,Dry Maize,White Maize,-,-,61.11/Kg,80.00/Kg,3500,Nairobi,2024-01-26
Ngurubani Market,Dry Maize,White Maize,-,-,40.00/Kg,55.00/Kg,5000,Kirinyaga,2024-01-26
Makutano Kirinyaga,Dry Maize,White Maize,-,-,40.00/Kg,55.00/Kg,7000,Kirinyaga,2024-01-26
Nyamakima,Dry Maize,White Maize,-,-,52.22/Kg,80.00/Kg,,Nairobi,2024-01-25
Kagio,Dry Maize,White Maize,-,-,44.44/Kg,65.00/Kg,,Kirinyaga,2024-01-25
Nyamakima,Dry Maize,White Maize,-,-,52.22/Kg,80.00/Kg,,Nairobi,2024-01-24
Makutano Kirinyaga,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,5000,Kirinyaga,2024-01-24
Gikomba,Dry Maize,Yellow Maize,-,-,88.89/Kg,110.00/Kg,,Nairobi,2024-01-24
Gikomba,Dry Maize,White Maize,-,-,66.67/Kg,75.00/Kg,8500,Nairobi,2024-01-24
Ngurubani Market,Dry Maize,White Maize,-,-,44.44/Kg,60.00/Kg,5000,Kirinyaga,2024-01-23
Nyamakima,Dry Maize,White Maize,-,-,52.22/Kg,80.00/Kg,,Nairobi,2024-01-23
Kerugoya,Dry Maize,White Maize,-,-,40.00/Kg,55.00/Kg,4500,Kirinyaga,2024-01-23
Gikomba,Dry Maize,Yellow Maize,-,-,88.89/Kg,110.00/Kg,,Nairobi,2024-01-22
Gikomba,Dry Maize,White Maize,-,-,66.67/Kg,75.00/Kg,,Nairobi,2024-01-22
Nyamakima,Dry Maize,White Maize,-,-,52.22/Kg,80.00/Kg,,Nairobi,2024-01-22
Kutus,Dry Maize,White Maize,-,-,45.00/Kg,50.00/Kg,0,Kirinyaga,2024-01-22
Gikomba,Dry Maize,Yellow Maize,-,-,88.89/Kg,110.00/Kg,5000,Nairobi,2024-01-20
Gikomba,Dry Maize,White Maize,-,-,66.67/Kg,75.00/Kg,,Nairobi,2024-01-20
Kerugoya,Dry Maize,White Maize,-,-,40.00/Kg,55.00/Kg,5000,Kirinyaga,2024-01-19
Ngurubani Market,Dry Maize,White Maize,-,-,42.78/Kg,60.00/Kg,5500,Kirinyaga,2024-01-19
Makutano Kirinyaga,Dry Maize,White Maize,-,-,44.44/Kg,60.00/Kg,6000,Kirinyaga,2024-01-19
Nyamakima,Dry Maize,White Maize,-,-,52.22/Kg,80.00/Kg,,Nairobi,2024-01-18
Kutus,Dry Maize,White Maize,-,-,45.00/Kg,50.00/Kg,1360,Kirinyaga,2024-01-18
Gikomba,Dry Maize,Yellow Maize,-,-,88.89/Kg,110.00/Kg,,Nairobi,2024-01-18
Gikomba,Dry Maize,White Maize,-,-,66.67/Kg,85.00/Kg,,Nairobi,2024-01-18
Makutano Kirinyaga,Dry Maize,White Maize,-,-,44.44/Kg,60.00/Kg,6000,Kirinyaga,2024-01-17
Kangemi Market,Dry Maize,White Maize,-,-,51.11/Kg, - ,,Nairobi,2024-01-17
Nyamakima,Dry Maize,Mixed-Traditional ,-,-,52.22/Kg,80.00/Kg,,Nairobi,2024-01-17
Ngurubani Market,Dry Maize,White Maize,-,-,44.44/Kg,60.00/Kg,5500,Kirinyaga,2024-01-16
Kerugoya,Dry Maize,White Maize,-,-,40.00/Kg,55.00/Kg,5000,Kirinyaga,2024-01-16
Nyamakima,Dry Maize,White Maize,-,-,52.22/Kg,80.00/Kg,,Nairobi,2024-01-16
Gikomba,Dry Maize,Yellow Maize,-,-,88.89/Kg,110.00/Kg,21000,Nairobi,2024-01-15
Gikomba,Dry Maize,White Maize,-,-,66.67/Kg,80.00/Kg,20000,Nairobi,2024-01-15
Nyamakima,Dry Maize,White Maize,-,-,52.22/Kg,80.00/Kg,,Nairobi,2024-01-15
Kagio,Dry Maize,White Maize,-,-,50.00/Kg,65.00/Kg,,Kirinyaga,2024-01-15
Kangemi Market,Dry Maize,White Maize,-,-,50.00/Kg, - ,,Nairobi,2024-01-15
Makutano Kirinyaga,Dry Maize,White Maize,-,-,44.44/Kg,60.00/Kg,5000,Kirinyaga,2024-01-14
Ngurubani Market,Dry Maize,White Maize,-,-,44.44/Kg,60.00/Kg,6000,Kirinyaga,2024-01-13
Gikomba,Dry Maize,Yellow Maize,-,-,77.78/Kg,110.00/Kg,,Nairobi,2024-01-11
Gikomba,Dry Maize,White Maize,-,-,66.67/Kg,75.00/Kg,,Nairobi,2024-01-11
Nyamakima,Dry Maize,White Maize,-,-,52.22/Kg,80.00/Kg,,Nairobi,2024-01-11
Makutano Kirinyaga,Dry Maize,White Maize,-,-,44.44/Kg,60.00/Kg,6000,Kirinyaga,2024-01-10
Nyamakima,Dry Maize,White Maize,-,-,52.22/Kg,80.00/Kg,,Nairobi,2024-01-10
Kerugoya,Dry Maize,White Maize,-,-,40.00/Kg,55.00/Kg,5000,Kirinyaga,2024-01-09
Ngurubani Market,Dry Maize,White Maize,-,-,44.44/Kg,60.00/Kg,5000,Kirinyaga,2024-01-09
Nyamakima,Dry Maize,White Maize,-,-,52.22/Kg,80.00/Kg,,Nairobi,2024-01-09
Nyamakima,Dry Maize,White Maize,-,-,52.22/Kg,80.00/Kg,,Nairobi,2024-01-08
Kutus,Dry Maize,White Maize,-,-,45.00/Kg,50.00/Kg,0,Kirinyaga,2024-01-08
Gikomba,Dry Maize,Yellow Maize,-,-,88.89/Kg,110.00/Kg,,Nairobi,2024-01-08
Gikomba,Dry Maize,White Maize,-,-,66.67/Kg,75.00/Kg,,Nairobi,2024-01-08
Ngurubani Market,Dry Maize,White Maize,-,-,44.44/Kg,60.00/Kg,6000,Kirinyaga,2024-01-05
Gikomba,Dry Maize,Yellow Maize,-,-,77.78/Kg,110.00/Kg,20000,Nairobi,2024-01-05
Gikomba,Dry Maize,White Maize,-,-,64.44/Kg,75.00/Kg,15000,Nairobi,2024-01-05
Makutano Kirinyaga,Dry Maize,White Maize,-,-,44.44/Kg,60.00/Kg,5000,Kirinyaga,2024-01-05
Kangemi Market,Dry Maize,White Maize,-,-,46.67/Kg, - ,,Nairobi,2024-01-05
Kutus,Dry Maize,White Maize,-,-,45.00/Kg,50.00/Kg,0,Kirinyaga,2024-01-04
Makutano Kirinyaga,Dry Maize,White Maize,-,-,44.44/Kg,60.00/Kg,5000,Kirinyaga,2024-01-03
Kerugoya,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,5000,Kirinyaga,2024-01-02
Ngurubani Market,Dry Maize,White Maize,-,-,44.44/Kg,60.00/Kg,6000,Kirinyaga,2024-01-02
Makutano Kirinyaga,Dry Maize,White Maize,-,-,44.44/Kg,60.00/Kg,5000,Kirinyaga,2023-12-29
Ngurubani Market,Dry Maize,White Maize,-,-,45.56/Kg,60.00/Kg,5000,Kirinyaga,2023-12-29
Kerugoya,Dry Maize,White Maize,-,-,45.00/Kg,55.00/Kg,4500,Kirinyaga,2023-12-28
Kutus,Dry Maize,White Maize,-,-,50.00/Kg,60.00/Kg,0,Kirinyaga,2023-12-28
Makutano Kirinyaga,Dry Maize,White Maize,-,-,44.44/Kg,60.00/Kg,5000,Kirinyaga,2023-12-27
Ngurubani Market,Dry Maize,White Maize,-,-,44.44/Kg,60.00/Kg,5000,Kirinyaga,2023-12-26
Kagio,Dry Maize,White Maize,-,-,50.00/Kg,60.00/Kg,,Kirinyaga,2023-12-25
Makutano Kirinyaga,Dry Maize,White Maize,-,-,44.44/Kg,60.00/Kg,5500,Kirinyaga,2023-12-22
Kerugoya,Dry Maize,White Maize,-,-,45.00/Kg,55.00/Kg,4500,Kirinyaga,2023-12-21
Kagio,Dry Maize,White Maize,-,-,50.00/Kg,60.00/Kg,,Kirinyaga,2023-12-21
Makutano Kirinyaga,Dry Maize,White Maize,-,-,45.00/Kg,60.00/Kg,6000,Kirinyaga,2023-12-20
Kangemi Market,Dry Maize,White Maize,-,-,4500.00/Kg,65.00/Kg,,Nairobi,2023-12-20
Ngurubani Market,Dry Maize,White Maize,-,-,44.44/Kg,60.00/Kg,6800,Kirinyaga,2023-12-20
Kerugoya,Dry Maize,White Maize,-,-,45.00/Kg,55.00/Kg,4500,Kirinyaga,2023-12-20
Kawangware,Dry Maize,White Maize,-,-,66.67/Kg, - ,,Nairobi,2023-12-18
Kutus,Dry Maize,White Maize,-,-,56.00/Kg,60.00/Kg,0,Kirinyaga,2023-12-18
Nyamakima,Dry Maize,White Maize,-,-,55.56/Kg,80.00/Kg,,Nairobi,2023-12-18
Kagio,Dry Maize,White Maize,-,-,50.00/Kg,60.00/Kg,,Kirinyaga,2023-12-18
Ngurubani Market,Dry Maize,White Maize,-,-,44.44/Kg,60.00/Kg,6000,Kirinyaga,2023-12-15
Makutano Kirinyaga,Dry Maize,White Maize,-,-,44.44/Kg,60.00/Kg,5500,Kirinyaga,2023-12-15
Kawangware,Dry Maize,White Maize,-,-,66.67/Kg,75.00/Kg,,Nairobi,2023-12-15
Gikomba,Dry Maize,White Maize,-,-,66.67/Kg,75.00/Kg,,Nairobi,2023-12-15
Kangemi Market,Dry Maize,White Maize,-,-,51.11/Kg,60.00/Kg,,Nairobi,2023-12-15
Nyamakima,Dry Maize,Mixed-Traditional ,-,-,55.56/Kg,80.00/Kg,,Nairobi,2023-12-15
Kerugoya,Dry Maize,White Maize,-,-,45.00/Kg,55.00/Kg,4500,Kirinyaga,2023-12-14
Kawangware,Dry Maize,White Maize,-,-,66.67/Kg, - ,,Nairobi,2023-12-14
Kutus,Dry Maize,White Maize,-,-,55.00/Kg,60.00/Kg,0,Kirinyaga,2023-12-14
Makutano Kirinyaga,Dry Maize,White Maize,-,-,44.44/Kg,60.00/Kg,5500,Kirinyaga,2023-12-13
Gikomba,Dry Maize,Yellow Maize,-,-,88.89/Kg,110.00/Kg,,Nairobi,2023-12-13
Gikomba,Dry Maize,White Maize,-,-,66.67/Kg,75.00/Kg,,Nairobi,2023-12-13
Nyamakima,Dry Maize,White Maize,-,-,55.56/Kg,80.00/Kg,,Nairobi,2023-12-13
Ngurubani Market,Dry Maize,White Maize,-,-,44.44/Kg,60.00/Kg,6000,Kirinyaga,2023-12-12
Kagio,Dry Maize,Mixed-Traditional ,-,-,4.44/Kg,50.00/Kg,,Kirinyaga,2023-12-11
Kutus,Dry Maize,White Maize,-,-,50.00/Kg,60.00/Kg,0,Kirinyaga,2023-12-11
Gikomba,Dry Maize,Yellow Maize,-,-,88.89/Kg,110.00/Kg,,Nairobi,2023-12-11
Gikomba,Dry Maize,White Maize,-,-,61.11/Kg,80.00/Kg,,Nairobi,2023-12-11
Nyamakima,Dry Maize,Mixed-Traditional ,-,-,55.56/Kg,80.00/Kg,,Nairobi,2023-12-11
Kangemi Market,Dry Maize,White Maize,-,-,50.00/Kg, - ,,Nairobi,2023-12-11
Ngurubani Market,Dry Maize,White Maize,-,-,44.44/Kg,60.00/Kg,7000,Kirinyaga,2023-12-09
Kerugoya,Dry Maize,White Maize,-,-,45.00/Kg,55.00/Kg,4500,Kirinyaga,2023-12-08
Makutano Kirinyaga,Dry Maize,White Maize,-,-,44.44/Kg,60.00/Kg,6000,Kirinyaga,2023-12-08
Nyamakima,Dry Maize,White Maize,-,-,55.56/Kg,50.00/Kg,,Nairobi,2023-12-08
Gikomba,Dry Maize,Yellow Maize,-,-,88.89/Kg,115.00/Kg,,Nairobi,2023-12-07
Gikomba,Dry Maize,White Maize,-,-,55.56/Kg,80.00/Kg,,Nairobi,2023-12-07
Nyamakima,Dry Maize,White Maize,-,-,55.56/Kg,80.00/Kg,,Nairobi,2023-12-06
Makutano Kirinyaga,Dry Maize,White Maize,-,-,44.44/Kg,60.00/Kg,6000,Kirinyaga,2023-12-06
Nyamakima,Dry Maize,White Maize,-,-,55.56/Kg,80.00/Kg,,Nairobi,2023-12-05
Ngurubani Market,Dry Maize,White Maize,-,-,44.44/Kg,60.00/Kg,6000,Kirinyaga,2023-12-05
Kutus,Dry Maize,White Maize,-,-,50.00/Kg,60.00/Kg,0,Kirinyaga,2023-12-04
Gikomba,Dry Maize,Yellow Maize,-,-,88.89/Kg,110.00/Kg,,Nairobi,2023-12-04
Gikomba,Dry Maize,White Maize,-,-,61.11/Kg,80.00/Kg,,Nairobi,2023-12-04
Nyamakima,Dry Maize,White Maize,-,-,55.56/Kg,80.00/Kg,,Nairobi,2023-12-04
Ngurubani Market,Dry Maize,White Maize,-,-,44.44/Kg,60.00/Kg,5000,Kirinyaga,2023-12-01
Makutano Kirinyaga,Dry Maize,White Maize,-,-,44.44/Kg,120.00/Kg,6000,Kirinyaga,2023-12-01
Kagio,Dry Maize,White Maize,-,-,44.44/Kg,60.00/Kg,,Kirinyaga,2023-11-30
Kangemi Market,Dry Maize,White Maize,-,-,50.00/Kg,65.00/Kg,,Nairobi,2023-11-29
Nyamakima,Dry Maize,White Maize,-,-,55.56/Kg,80.00/Kg,,Nairobi,2023-11-29
Gikomba,Dry Maize,Yellow Maize,-,-,88.89/Kg,115.00/Kg,,Nairobi,2023-11-29
Gikomba,Dry Maize,White Maize,-,-,55.56/Kg,80.00/Kg,,Nairobi,2023-11-29
Makutano Kirinyaga,Dry Maize,White Maize,-,-,44.44/Kg,60.00/Kg,5500,Kirinyaga,2023-11-29
Ngurubani Market,Dry Maize,White Maize,-,-,44.44/Kg,60.00/Kg,6500,Kirinyaga,2023-11-29
Kawangware,Dry Maize,White Maize,-,-,58.89/Kg, - ,,Nairobi,2023-11-28
Nyamakima,Dry Maize,White Maize,-,-,55.56/Kg,80.00/Kg,,Nairobi,2023-11-28
Kerugoya,Dry Maize,White Maize,-,-,40.00/Kg,55.00/Kg,5000,Kirinyaga,2023-11-27
Gikomba,Dry Maize,Yellow Maize,-,-,88.89/Kg,115.00/Kg,,Nairobi,2023-11-27
Gikomba,Dry Maize,White Maize,-,-,55.56/Kg,65.00/Kg,,Nairobi,2023-11-27
Kutus,Dry Maize,White Maize,-,-,50.00/Kg,60.00/Kg,0,Kirinyaga,2023-11-27
Nyamakima,Dry Maize,White Maize,-,-,55.56/Kg,80.00/Kg,,Nairobi,2023-11-27
Kangemi Market,Dry Maize,White Maize,-,-,50.00/Kg,65.00/Kg,,Nairobi,2023-11-27
Ngurubani Market,Dry Maize,White Maize,-,-,44.44/Kg,60.00/Kg,6000,Kirinyaga,2023-11-24
Makutano Kirinyaga,Dry Maize,White Maize,-,-,44.44/Kg,60.00/Kg,6000,Kirinyaga,2023-11-24
Kangemi Market,Dry Maize,White Maize,-,-,50.00/Kg,60.00/Kg,,Nairobi,2023-11-24
Kerugoya,Dry Maize,White Maize,-,-,40.00/Kg,55.00/Kg,5000,Kirinyaga,2023-11-23
Kutus,Dry Maize,Mixed-Traditional ,-,-,50.00/Kg,60.00/Kg,0,Kirinyaga,2023-11-23
Kagio,Dry Maize,White Maize,-,-,44.44/Kg,50.00/Kg,,Kirinyaga,2023-11-23
Nyamakima,Dry Maize,White Maize,-,-,55.56/Kg,80.00/Kg,,Nairobi,2023-11-22
Gikomba,Dry Maize,Yellow Maize,-,-,92.22/Kg,110.00/Kg,,Nairobi,2023-11-22
Gikomba,Dry Maize,White Maize,-,-,55.56/Kg,75.00/Kg,,Nairobi,2023-11-22
Makutano Kirinyaga,Dry Maize,White Maize,-,-,44.44/Kg,60.00/Kg,6000,Kirinyaga,2023-11-22
Ngurubani Market,Dry Maize,White Maize,-,-,44.44/Kg,60.00/Kg,5000,Kirinyaga,2023-11-22
Kangemi Market,Dry Maize,White Maize,-,-,52.22/Kg,65.00/Kg,,Nairobi,2023-11-21
Kangemi Market,Dry Maize,White Maize,-,-,50.00/Kg, - ,,Nairobi,2023-11-21
Nyamakima,Dry Maize,White Maize,-,-,55.56/Kg,80.00/Kg,,Nairobi,2023-11-21
Eldoret Main,Dry Maize,White Maize,-,-,50.00/Kg,60.00/Kg,2500,Uasin-Gishu,2023-11-21
Kerugoya,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,5000,Kirinyaga,2023-11-20
Kangemi Market,Dry Maize,White Maize,-,-,55.56/Kg,65.00/Kg,,Nairobi,2023-11-20
Kutus,Dry Maize,White Maize,-,-,50.00/Kg,60.00/Kg,0,Kirinyaga,2023-11-20
Nyamakima,Dry Maize,White Maize,-,-,55.56/Kg,80.00/Kg,,Nairobi,2023-11-20
Gikomba,Dry Maize,Yellow Maize,-,-,88.89/Kg,115.00/Kg,,Nairobi,2023-11-20
Gikomba,Dry Maize,White Maize,-,-,66.67/Kg,80.00/Kg,15000,Nairobi,2023-11-20
Kerugoya,Dry Maize,White Maize,-,-,40.00/Kg,55.00/Kg,5000,Kirinyaga,2023-11-17
Gikomba,Dry Maize,Yellow Maize,-,-,92.22/Kg,115.00/Kg,6500,Nairobi,2023-11-17
Gikomba,Dry Maize,White Maize,-,-,66.67/Kg,75.00/Kg,,Nairobi,2023-11-17
Ngurubani Market,Dry Maize,White Maize,-,-,44.44/Kg,60.00/Kg,5000,Kirinyaga,2023-11-17
Makutano Kirinyaga,Dry Maize,White Maize,-,-,44.44/Kg,60.00/Kg,4500,Kirinyaga,2023-11-17
Kangemi Market,Dry Maize,White Maize,-,-, - ,65.00/Kg,,Nairobi,2023-11-17
Gikomba,Dry Maize,Yellow Maize,-,-,93.33/Kg,115.00/Kg,,Nairobi,2023-11-16
Gikomba,Dry Maize,White Maize,-,-,66.67/Kg,85.00/Kg,,Nairobi,2023-11-16
Nyamakima,Dry Maize,White Maize,-,-,55.56/Kg,80.00/Kg,,Nairobi,2023-11-16
Makutano Kirinyaga,Dry Maize,White Maize,-,-,44.44/Kg,60.00/Kg,6000,Kirinyaga,2023-11-16
Kangemi Market,Dry Maize,White Maize,-,-, - ,65.00/Kg,,Nairobi,2023-11-15
Kangemi Market,Dry Maize,White Maize,-,-,50.00/Kg, - ,,Nairobi,2023-11-15
Nyamakima,Dry Maize,Mixed-Traditional ,-,-,5.56/Kg,80.00/Kg,,Nairobi,2023-11-15
Ngurubani Market,Dry Maize,White Maize,-,-,44.44/Kg,60.00/Kg,4000,Kirinyaga,2023-11-15
Kerugoya,Dry Maize,White Maize,-,-,40.00/Kg,55.00/Kg,4500,Kirinyaga,2023-11-14
Gikomba,Dry Maize,Yellow Maize,-,-,92.22/Kg,115.00/Kg,15000,Nairobi,2023-11-14
Gikomba,Dry Maize,White Maize,-,-,66.67/Kg,80.00/Kg,,Nairobi,2023-11-14
Nyamakima,Dry Maize,Mixed-Traditional ,-,-,55.56/Kg,80.00/Kg,,Nairobi,2023-11-14
Makutano Kirinyaga,Dry Maize,White Maize,-,-,44.44/Kg,60.00/Kg,6000,Kirinyaga,2023-11-11
Kerugoya,Dry Maize,White Maize,-,-,45.00/Kg,55.00/Kg,4500,Kirinyaga,2023-11-10
Ngurubani Market,Dry Maize,White Maize,-,-,44.44/Kg,60.00/Kg,6000,Kirinyaga,2023-11-10
Gikomba,Dry Maize,Yellow Maize,-,-,95.56/Kg,115.00/Kg,,Nairobi,2023-11-09
Gikomba,Dry Maize,White Maize,-,-,66.67/Kg,85.00/Kg,,Nairobi,2023-11-09
Nyamakima,Dry Maize,White Maize,-,-,55.56/Kg,80.00/Kg,,Nairobi,2023-11-09
Gikomba,Dry Maize,Yellow Maize,-,-,95.56/Kg,115.00/Kg,,Nairobi,2023-11-08
Gikomba,Dry Maize,White Maize,-,-,66.67/Kg,85.00/Kg,12000,Nairobi,2023-11-08
Kerugoya,Dry Maize,White Maize,-,-,45.00/Kg,55.00/Kg,4500,Kirinyaga,2023-11-07
Kangemi Market,Dry Maize,White Maize,-,-, - ,60.00/Kg,,Nairobi,2023-11-07
Nyamakima,Dry Maize,White Maize,-,-,55.56/Kg,80.00/Kg,,Nairobi,2023-11-07
Ngurubani Market,Dry Maize,White Maize,-,-,44.44/Kg,60.00/Kg,5000,Kirinyaga,2023-11-07
Kutus,Dry Maize,Mixed-Traditional ,-,-,52.22/Kg,120.00/Kg,0,Kirinyaga,2023-11-06
Kangemi Market,Dry Maize,White Maize,-,-, - ,160.00/Kg,,Nairobi,2023-11-06
Kangemi Market,Dry Maize,White Maize,-,-,52.22/Kg, - ,,Nairobi,2023-11-06
Gikomba,Dry Maize,White Maize,-,-,66.67/Kg,80.00/Kg,,Nairobi,2023-11-06
Makutano Kirinyaga,Dry Maize,White Maize,-,-,44.44/Kg,60.00/Kg,6000,Kirinyaga,2023-11-05
Ngurubani Market,Dry Maize,White Maize,-,-,44.44/Kg,60.00/Kg,5000,Kirinyaga,2023-11-04
Kerugoya,Dry Maize,White Maize,-,-,50.00/Kg,60.00/Kg,4500,Kirinyaga,2023-11-02
Kangemi Market,Dry Maize,White Maize,-,-,52.22/Kg, - ,,Nairobi,2023-11-02
Kangemi Market,Dry Maize,White Maize,-,-,52.22/Kg, - ,,Nairobi,2023-11-02
Langas,Dry Maize,Mixed-Traditional ,-,-,40.00/Kg,44.44/Kg,3600,Uasin-Gishu,2023-11-02
Kutus,Dry Maize,White Maize,-,-,52.22/Kg,60.00/Kg,0,Kirinyaga,2023-11-02
Makutano Kirinyaga,Dry Maize,White Maize,-,-,40.00/Kg,60.00/Kg,5000,Kirinyaga,2023-11-01
Eldoret Main,Dry Maize,White Maize,-,-,50.00/Kg,60.00/Kg,5000,Uasin-Gishu,2023-11-01
Ngurubani Market,Dry Maize,White Maize,-,-,44.44/Kg,70.00/Kg,4500,Kirinyaga,2023-10-31
Kerugoya,Dry Maize,White Maize,-,-,45.00/Kg,60.00/Kg,4500,Kirinyaga,2023-10-30
Kutus,Dry Maize,White Maize,-,-,46.67/Kg,50.00/Kg,3600,Kirinyaga,2023-10-30
Makutano Kirinyaga,Dry Maize,White Maize,-,-,40.00/Kg,60.00/Kg,5000,Kirinyaga,2023-10-28
Ngurubani Market,Dry Maize,White Maize,-,-,44.44/Kg,70.00/Kg,5000,Kirinyaga,2023-10-27
Kerugoya,Dry Maize,White Maize,-,-,50.00/Kg,65.00/Kg,4500,Kirinyaga,2023-10-27
Gikomba,Dry Maize,Yellow Maize,-,-,92.22/Kg,115.00/Kg,,Nairobi,2023-10-27
Gikomba,Dry Maize,White Maize,-,-,66.67/Kg,75.00/Kg,,Nairobi,2023-10-27
Kangemi Market,Dry Maize,White Maize,-,-,52.22/Kg, - ,,Nairobi,2023-10-27
Nyamakima,Dry Maize,White Maize,-,-,58.89/Kg,100.00/Kg,,Nairobi,2023-10-26
